2.000000e+03, 5.000000e-01
2.037183e+03, 4.908740e-01
2.075057e+03, 4.819145e-01
2.113635e+03, 4.731186e-01
2.152930e+03, 4.644832e-01
2.192956e+03, 4.560054e-01
2.233726e+03, 4.476824e-01
2.275255e+03, 4.395113e-01
2.317555e+03, 4.314893e-01
2.360641e+03, 4.236137e-01
2.404529e+03, 4.158819e-01
2.449232e+03, 4.082912e-01
2.494767e+03, 4.008390e-01
2.541148e+03, 3.935229e-01
2.588392e+03, 3.863403e-01
2.636513e+03, 3.792888e-01
2.685530e+03, 3.723660e-01
2.735458e+03, 3.655695e-01
2.786314e+03, 3.588971e-01
2.838115e+03, 3.523465e-01
2.890880e+03, 3.459155e-01
2.944625e+03, 3.396018e-01
2.999370e+03, 3.334034e-01
3.055132e+03, 3.273181e-01
3.111931e+03, 3.213439e-01
3.169786e+03, 3.154787e-01
3.228717e+03, 3.097205e-01
3.288743e+03, 3.040675e-01
3.349886e+03, 2.985176e-01
3.412165e+03, 2.930691e-01
3.475602e+03, 2.877200e-01
3.540218e+03, 2.824685e-01
3.606035e+03, 2.773129e-01
3.673077e+03, 2.722513e-01
3.741364e+03, 2.672822e-01
3.810921e+03, 2.624037e-01
3.881772e+03, 2.576143e-01
3.953939e+03, 2.529123e-01
4.027448e+03, 2.482962e-01
4.102324e+03, 2.437642e-01
4.178592e+03, 2.393150e-01
4.256278e+03, 2.349471e-01
4.335408e+03, 2.306588e-01
4.416009e+03, 2.264488e-01
4.498109e+03, 2.223156e-01
4.581735e+03, 2.182579e-01
4.666916e+03, 2.142743e-01
4.753681e+03, 2.103633e-01
4.842058e+03, 2.065238e-01
4.932079e+03, 2.027543e-01
5.023773e+03, 1.990536e-01
5.117172e+03, 1.954204e-01
5.212307e+03, 1.918536e-01
5.309211e+03, 1.883519e-01
5.407917e+03, 1.849141e-01
5.508457e+03, 1.815390e-01
5.610867e+03, 1.782256e-01
5.715181e+03, 1.749726e-01
5.821434e+03, 1.717790e-01
5.929663e+03, 1.686437e-01
6.039903e+03, 1.655656e-01
6.152194e+03, 1.625436e-01
6.266571e+03, 1.595769e-01
6.383076e+03, 1.566643e-01
6.501746e+03, 1.538048e-01
6.622622e+03, 1.509976e-01
6.745746e+03, 1.482416e-01
6.871159e+03, 1.455359e-01
6.998903e+03, 1.428795e-01
7.129023e+03, 1.402717e-01
7.261561e+03, 1.377114e-01
7.396564e+03, 1.351979e-01
7.534076e+03, 1.327303e-01
7.674145e+03, 1.303077e-01
7.816818e+03, 1.279293e-01
7.962143e+03, 1.255943e-01
8.110171e+03, 1.233020e-01
8.260950e+03, 1.210515e-01
8.414533e+03, 1.188420e-01
8.570970e+03, 1.166729e-01
8.730317e+03, 1.145434e-01
8.892625e+03, 1.124527e-01
9.057952e+03, 1.104002e-01
9.226351e+03, 1.083852e-01
9.397882e+03, 1.064070e-01
9.572602e+03, 1.044648e-01
9.750570e+03, 1.025581e-01
9.931846e+03, 1.006862e-01
1.011649e+04, 9.884848e-02
1.030457e+04, 9.704429e-02
1.049615e+04, 9.527304e-02
1.069129e+04, 9.353411e-02
1.089005e+04, 9.182692e-02
1.109251e+04, 9.015089e-02
1.129874e+04, 8.850545e-02
1.150880e+04, 8.689004e-02
1.172276e+04, 8.530412e-02
1.194071e+04, 8.374714e-02
1.216270e+04, 8.221859e-02
1.238882e+04, 8.071793e-02
1.261915e+04, 7.924466e-02
1.285375e+04, 7.779828e-02
1.309272e+04, 7.637830e-02
1.333614e+04, 7.498424e-02
1.358407e+04, 7.361563e-02
1.383662e+04, 7.227199e-02
1.409386e+04, 7.095288e-02
1.435589e+04, 6.965784e-02
1.462278e+04, 6.838644e-02
1.489464e+04, 6.713825e-02
