2.000000e+03,0.000000e+00,1.250000e+00
1.999695e+03,3.490481e+01,1.131047e+00
1.998782e+03,6.979899e+01,1.023413e+00
1.997259e+03,1.046719e+02,9.260228e-01
1.995128e+03,1.395129e+02,8.379001e-01
1.992389e+03,1.743115e+02,7.581633e-01
1.989044e+03,2.090569e+02,6.860145e-01
1.985092e+03,2.437387e+02,6.207316e-01
1.980536e+03,2.783462e+02,5.616612e-01
1.975377e+03,3.128689e+02,5.082121e-01
1.969616e+03,3.472964e+02,4.598493e-01
1.963254e+03,3.816180e+02,4.160889e-01
1.956295e+03,4.158234e+02,3.764928e-01
1.948740e+03,4.499021e+02,3.406647e-01
1.940591e+03,4.838438e+02,3.082462e-01
1.931852e+03,5.176381e+02,2.789127e-01
1.922523e+03,5.512747e+02,2.523706e-01
1.912610e+03,5.847434e+02,2.283544e-01
1.902113e+03,6.180340e+02,2.066236e-01
1.891037e+03,6.511363e+02,1.869608e-01
1.879385e+03,6.840403e+02,1.691691e-01
1.867161e+03,7.167359e+02,1.530705e-01
1.854368e+03,7.492132e+02,1.385039e-01
1.841010e+03,7.814623e+02,1.253236e-01
1.827091e+03,8.134733e+02,1.133974e-01
1.812616e+03,8.452365e+02,1.026062e-01
1.797588e+03,8.767423e+02,9.284197e-02
1.782013e+03,9.079810e+02,8.400689e-02
1.765895e+03,9.389431e+02,7.601258e-02
1.749239e+03,9.696192e+02,6.877903e-02
1.732051e+03,1.000000e+03,6.223384e-02
1.714335e+03,1.030076e+03,5.631150e-02
1.696096e+03,1.059839e+03,5.095275e-02
1.677341e+03,1.089278e+03,4.610396e-02
1.658075e+03,1.118386e+03,4.171659e-02
1.638304e+03,1.147153e+03,3.774673e-02
1.618034e+03,1.175571e+03,3.415465e-02
1.597271e+03,1.203630e+03,3.090441e-02
1.576022e+03,1.231323e+03,2.796346e-02
1.554292e+03,1.258641e+03,2.530239e-02
1.532089e+03,1.285575e+03,2.289455e-02
1.509419e+03,1.312118e+03,2.071584e-02
1.486290e+03,1.338261e+03,1.874447e-02
1.462707e+03,1.363997e+03,1.696070e-02
1.438680e+03,1.389317e+03,1.534667e-02
1.414214e+03,1.414214e+03,1.388625e-02
1.389317e+03,1.438680e+03,1.256479e-02
1.363997e+03,1.462707e+03,1.136910e-02
1.338261e+03,1.486290e+03,1.028718e-02
1.312118e+03,1.509419e+03,9.308229e-03
1.285575e+03,1.532089e+03,8.422434e-03
1.258641e+03,1.554292e+03,7.620933e-03
1.231323e+03,1.576022e+03,6.895706e-03
1.203630e+03,1.597271e+03,6.239492e-03
1.175571e+03,1.618034e+03,5.645726e-03
1.147153e+03,1.638304e+03,5.108464e-03
1.118386e+03,1.658075e+03,4.622330e-03
1.089278e+03,1.677341e+03,4.182457e-03
1.059839e+03,1.696096e+03,3.784443e-03
1.030076e+03,1.714335e+03,3.424306e-03
1.000000e+03,1.732051e+03,3.098440e-03
9.696192e+02,1.749239e+03,2.803585e-03
